54.5,34.7,20.5,48.0,63.8
66.0,73.8,77.8,78.7,93.9
47.8,45.5,42.2,34.9,23.9
6.2,0.0,23.3,30.6,43.5
51.1,57.4,66.0,53.3,83.3
83.7,95.9,89.1,53.2,34.1
44.7,22.7,2.0,6.0,16.7
41.9,44.2,57.4,83.7,72.1
77.8,94.1,55.6,55.3,41.7
33.3,15.6,2.0,2.1,53.2
52.2,83.0,83.0,82.0,76.5
51.1,73.3,60.4,48.9,20.0
12.5,46.7,86.4,55.6,31.0
41.7,25.5,38.3,47.6,82.2
89.8,96.0,81.0,79.5,61.4
76.1,58.0,39.0,30.6,26.5
8.7,44.7,41.9,41.9,76.9
83.3,83.7,72.7,96.2,87.2
65.9,65.3,23.4,2.0,26.1
42.9,76.6,80.0,64.7,60.0
6.4,20.8,42.9,61.2,91.5
93.8,87.2,79.2,65.9,60.4
53.1,23.4,2.0,37.0,29.2
40.5,40.8,39.5,55.6,56.5
74.5,93.2,93.5,85.4,80.4
57.4,53.1,47.8,45.7,48.9
32.0,29.2,64.6,91.3,54.5
31.1,3.8,6.0,18.2,56.5
77.1,95.6,87.8,60.9,82.6
94.0,24.4,2.0,25.0,29.2
38.6,58.3,63.0,75.0,91.8
84.4,66.7,11.8,21.7,44.7
58.1,67.4,90.0,68.0,60.4
16.7,2.0,69.4,86.0,93.2
65.4,61.2,41.7,12.5,31.4
44.9,45.5,60.4,94.2,91.7
88.0,78.3,56.5,66.7,53.2
42.3,19.6,40.0,58.3,93.9
84.8,74.5,76.6,62.5,24.0
2.0,2.0,4.3,16.7,43.9
52.0,53.3,75.5,91.1,79.2
78.3,59.6,27.7,19.1,57.8
64.3,70.8,80.0,88.9,87.8
61.4,71.4,54.3,55.3,18.2
6.1,26.7,50.0,34.1,65.3
76.6,84.1,82.6,71.1,47.7
10.2,17.8,26.1,46.7,64.3
75.0,75.5,95.9,67.4,20.4
3.8,38.6,36.5,50.0,63.3
72.0,94.0,79.1,87.2,69.8
59.2,47.5,40.5,38.1,37.0
15.6,36.6,70.6,93.8,79.6
65.3,14.3,18.2,47.6,51.2
63.3,92.3,88.5,83.0,46.8
7.8,9.1,53.2,85.4,79.5
52.3,2.0,2.0,25.5,32.6
84.0,86.5,85.7,82.6,66.7
52.3,63.0,3.8,2.0,28.0
22.7,44.7,63.4,80.4,82.6
80.0,73.9,81.2,72.9,73.8
47.9,31.1,5.9,0.0,0.0
37.2,40.4,53.5,66.7,57.4
96.2,85.7,88.1,65.2,16.7
35.6,46.3,51.1,85.4,76.7
72.7,65.1,46.8,4.2,22.2
29.5,43.8,48.8,56.0,84.8
83.0,88.5,89.4,82.0,55.6
66.0,32.6,58.3,23.4,9.8
36.2,72.3,88.0,84.8,82.6
76.7,30.0,38.6,35.6,5.9
83.3,94.1,42.9,23.5,5.7
94.1,94.0,43.5,41.3,57.1
88.0,91.7,96.2,89.8,65.1
48.9,47.9,54.2,34.1,38.1
25.0,13.0,2.0,20.5,31.2
53.2,52.3,84.0,83.3,94.3
82.6,54.8,6.0,38.6,81.0
76.1,46.5,14.6,0.0,17.0
45.8,65.9,61.1,84.4,78.3
72.3,83.7,68.8,46.8,41.3
40.4,23.4,20.0,36.2,100.0
100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,93.5
80.9,84.8,84.9,77.6,71.1
53.5,43.2,30.4,26.5,9.8
0.0,80.0,28.3,52.2,59.1
88.2,82.4,63.0,39.1,2.0
0.0,2.0,22.2,27.3,35.4
62.2,40.5,67.3,59.6,84.8
85.1,73.9,83.3,77.1,73.5
53.1,39.6,27.1,6.1,77.3
100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,74.4
100.0,100.0,75.5,98.0,100.0
100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0
100.0,2.0,8.0,27.7,35.6
38.5,69.0,91.8,83.0,68.3
37.2,39.2,56.2,100.0,100.0
20.9,50.0,59.1,87.0,73.2
93.0,59.0,66.7,63.4,56.5
34.7,21.7,6.4,0.0,38.6
82.6,90.7,80.9,72.3,50.0
39.2,23.4,25.5,60.4,53.5
89.6,93.8,93.9,70.2,67.4
45.7,56.0,37.2,21.7,0.0
20.4,75.6,80.4,58.7,34.8
12.5,14.0,26.7,46.5,56.2
48.9,48.9,80.9,86.7,81.2
87.5,48.9,10.0,2.0,35.8
49.0,60.0,84.3,98.0,78.7
55.8,86.4,56.8,33.3,42.9
30.4,20.0,14.3,3.9,2.0
47.8,71.7,78.7,88.0,81.8
60.9,51.2,38.8,18.9,13.3
58.5,86.7,54.3,29.5,0.0
10.0,26.1,50.0,56.2,79.6
100.0,100.0,100.0,100.0,56.0
74.0,100.0,72.0,38.3,59.6
65.3,77.6,93.8,78.6,85.4
78.0,60.9,51.2,38.3,23.9
16.3,28.9,47.8,100.0,100.0
100.0,100.0,100.0,100.0,59.2
34.0,10.0,0.0,13.6,46.7
67.3,91.7,78.3,64.4,30.4
6.4,4.0,6.1,22.2,51.1
63.3,64.0,79.2,85.7,87.0
96.0,100.0,100.0,100.0,6.0
0.0,23.9,38.3,54.0,46.3
60.0,76.1,87.8,93.8,69.8
48.8,53.2,36.2,28.3,12.5
2.0,2.0,26.1,37.5,45.7
50.0,83.7,78.3,91.8,75.0
65.2,45.2,10.6,21.7,52.4
88.0,89.6,64.0,59.1,46.3
47.8,48.1,29.8,2.0,2.0
27.7,44.4,71.7,80.0,37.0
2.0,30.0,35.4,38.3,48.9
62.2,78.3,78.3,80.9,71.1
82.6,55.3,44.4,39.5,42.6
36.7,18.2,0.0,0.0,39.6
76.1,85.1,93.9,51.1,55.6
44.4,42.3,17.0,2.0,38.6
79.2,67.4,22.4,3.8,2.1
32.7,61.7,74.5,93.9,68.2
42.9,22.2,15.9,22.2,47.8
52.4,52.2,91.8,88.9,94.1
84.1,68.0,39.5,51.1,40.4
4.0,26.5,48.8,68.2,88.6
96.0,74.5,45.5,58.3,22.4
8.7,40.4,51.0,54.8,63.4
64.3,84.4,73.5,18.2,14.3
22.2,42.9,38.3,41.9,51.1
52.4,72.1,95.7,78.3,100.0
100.0,98.0,86.0,43.2,40.8
45.5,28.3,30.4,12.5,20.9
39.6,41.9,56.9,66.0,87.5
70.0,70.5,81.4,81.6,67.4
70.0,2.1,70.0,21.7,32.0
60.0,61.4,65.9,70.8,64.4
82.6,94.0,87.2,51.1,51.0
37.5,28.3,2.0,9.6,22.0
37.0,51.1,86.0,77.1,78.3
6.4,2.0,4.1,29.2,56.5
82.2,91.5,72.9,70.8,51.2
50.0,45.2,55.3,2.0,2.0
12.8,22.2,39.1,71.4,61.5
80.0,88.0,84.4,58.7,43.5
0.0,10.0,11.1,23.4,40.9
42.6,58.3,48.8,59.5,77.3
94.0,71.4,72.5,80.4,44.4
39.6,25.0,14.9,21.7,39.1
64.4,41.5,58.7,79.5,96.1
78.8,69.6,89.8,26.0,2.0
13.6,23.9,42.0,46.5,50.0
60.8,88.0,98.0,98.0,91.5
73.5,53.3,43.2,48.0,43.5
23.4,0.0,2.0,4.3,31.1
39.1,43.8,52.2,57.7,48.9
67.4,89.1,89.6,85.4,91.5
66.0,67.4,50.0,45.7,20.0
17.0,40.4,45.7,62.5,69.4
81.8,63.4,35.6,6.0,0.0
27.1,28.9,52.3,46.3,67.4
71.1,92.2,66.7,62.5,39.5
29.2,0.0,0.0,26.1,100.0
71.1,80.9,83.0,89.6,77.8
50.0,54.2,58.7,14.6,2.0
2.0,25.5,51.1,63.3,70.2
94.0,72.9,88.0,79.6,89.6
58.7,66.0,68.5,21.7,8.0
8.3,22.7,39.1,51.0,42.5
52.4,91.7,90.0,80.9,52.3
62.2,41.3,28.6,6.0,0.0
3.8,24.4,44.7,46.7,84.8
83.7,78.0,59.5,55.8,57.4
49.0,12.2,8.2,0.0,11.1
30.4,46.8,60.4,53.3,64.4
71.7,81.0,97.9,80.9,61.0
61.2,47.9,56.9,32.7,0.0
25.5,37.3,40.0,65.2,74.0
76.7,80.0,68.9,50.0,25.5
20.0,34.0,42.2,57.4,64.4
73.3,81.4,91.7,84.8,53.5
35.4,0.0,22.2,31.9,45.7
53.2,45.2,50.0,97.9,93.5
85.1,65.9,74.5,90.4,2.0
2.0,65.3,56.5,46.3,46.7
90.2,81.0,86.7,55.3,2.0
0.0,2.0,31.1,94.1,98.0
97.9,96.2,96.2,66.7,72.3
45.5,44.7,37.5,15.2,0.0
2.0,13.6,70.5,85.1,83.3
85.7,76.6,48.8,60.4,43.5
23.4,14.9,22.2,46.9,52.1
73.8,96.0,85.7,86.0,86.0
42.1,51.2,43.2,31.8,44.0
5.9,0.0,20.9,32.7,45.8
37.8,72.1,65.2,69.6,93.0
89.8,65.2,77.6,52.9,17.0
61.4,52.3,86.4,84.8,57.8
25.0,2.0,2.0,30.6,52.1
68.9,71.4,83.3,52.3,8.0
22.2,37.8,55.3,57.9,80.4
87.8,80.8,92.2,48.8,57.4
4.3,25.5,32.6,43.8,66.7
70.8,68.2,91.7,83.0,79.2
78.3,47.6,64.0,20.8,2.0
16.3,22.2,51.0,47.8,53.2
50.0,40.0,63.6,90.2,78.7
92.2,59.6,37.8,37.0,13.0
26.5,28.3,46.7,47.9,50.0
55.3,77.8,73.9,77.6,83.0
83.3,70.7,41.5,52.3,54.2
37.5,27.7,17.8,0.0,0.0
19.1,52.2,67.4,72.3,82.2
83.0,79.1,74.4,55.8,46.9
20.8,44.7,53.5,86.7,90.0
55.3,4.0,21.7,80.0,93.3
80.4,85.1,33.3,62.2,60.4
58.0,2.0,2.0,69.0,40.5
56.8,56.1,67.4,88.0,90.9
87.8,61.0,54.3,30.0,4.1
31.8,60.9,82.5,95.8,78.3
71.4,55.6,45.2,25.0,20.0
2.0,0.0,18.2,42.0,50.0
47.8,53.5,78.8,71.7,82.6
93.8,87.5,63.3,46.9,20.5
8.2,34.8,43.5,50.0,92.0
83.3,72.9,55.8,58.3,53.2
23.4,14.0,45.1,44.4,67.4
81.8,86.7,84.8,75.6,59.2
29.2,2.0,2.0,25.0,55.8
63.3,57.8,84.4,93.8,83.7
94.2,73.3,59.5,69.8,62.0
19.6,2.0,31.9,61.2,81.6
89.8,66.0,57.1,18.2,28.0
47.8,73.9,78.3,26.7,9.8
2.0,25.0,41.3,33.3,31.8
56.1,51.2,70.5,88.9,96.0
82.2,63.8,60.9,42.2,6.2
3.8,22.2,32.6,82.2,47.6
78.3,64.4,83.7,75.0,86.0
78.7,52.3,42.2,32.6,22.2
0.0,34.1,100.0,71.7,66.0
87.0,78.7,80.8,45.2,34.1
0.0,5.7,29.5,54.3,76.6
92.2,98.0,76.1,48.7,52.1
51.1,34.7,20.5,2.0,5.7
22.7,29.2,37.0,65.3,53.1
45.5,82.6,92.2,74.4,85.1
68.6,38.3,20.0,9.8,21.3
23.9,39.1,76.1,63.0,77.6
81.8,92.2,82.6,93.9,36.6
54.3,51.1,13.3,2.0,31.9
46.9,66.7,86.7,93.6,82.9
72.3,47.9,8.3,2.0,18.2
30.4,38.3,51.2,58.3,61.4
78.6,73.9,81.4,85.1,66.7
43.9,34.8,34.0,28.0,22.2
42.0,62.8,42.5,60.5,94.0
97.8,95.9,87.8,91.8,63.0
47.7,37.8,54.2,34.0,17.8
25.5,48.0,34.0,64.6,51.9
88.2,76.6,87.8,96.2,86.3
79.6,57.4,37.8,18.8,23.4
38.6,50.0,50.0,70.2,82.6
82.4,84.3,63.6,35.6,2.1
2.0,0.0,22.2,27.1,53.3
77.4,41.9,72.7,80.9,81.8
92.2,65.1,66.0,21.3,7.8
26.1,34.0,48.8,48.0,48.8
76.6,71.7,81.8,84.8,71.2
50.0,40.8,4.4,24.4,64.0
84.8,86.0,90.0,95.8,74.0
46.7,54.2,35.6,30.0,2.0
2.0,34.7,87.5,85.4,85.4
79.2,80.0,66.0,38.6,64.6
55.1,30.2,21.7,3.8,0.0
20.5,31.1,47.8,71.7,85.1
85.1,77.8,68.8,43.5,34.7
15.2,40.9,58.0,84.0,93.9
70.2,63.6,48.9,38.3,20.0
0.0,4.0,37.8,65.2,76.1
82.4,56.5,50.0,8.7,30.4
46.5,54.2,39.1,73.5,75.6
96.1,91.8,69.8,68.8,63.3
31.1,20.0,2.0,9.8,6.0
22.2,39.6,46.7,56.2,78.4
61.2,74.5,83.7,84.0,96.2
69.0,61.2,62.8,66.7,57.4
8.2,0.0,4.0,25.5,32.6
46.5,53.3,76.6,94.0,84.4
60.9,36.7,2.0,2.0,38.8
22.2,70.6,75.0,59.6,74.0
74.4,88.0,85.4,60.0,44.4
34.9,8.7,2.0,25.0,60.9
90.2,96.0,48.8,44.7,20.4
3.9,6.0,27.3,31.7,36.7
58.3,53.3,83.7,97.9,88.6
79.6,78.8,90.4,18.8,2.0
6.1,34.9,67.4,83.0,57.8
40.0,2.0,3.9,4.3,23.3
47.7,51.1,46.7,51.2,81.2
85.1,96.2,82.6,37.8,2.0
12.2,24.4,37.5,56.5,44.4
91.5,72.1,91.1,93.8,89.6
